@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
186,'2021/11/23 11:23:58:882',1,0.181771,0.274074,0.92574,0.043326,0.297998
187,'2021/11/23 11:23:58:904',1,0.176042,0.312037,0.92574,0.043326,0.297998
188,'2021/11/23 11:23:58:933',1,0.191146,0.412037,0.92574,0.043326,0.297998
189,'2021/11/23 11:23:58:942',1,0.195833,0.423148,0.92574,0.043326,0.297998
190,'2021/11/23 11:23:58:967',1,0.224479,0.465741,0.92574,0.043326,0.297998
191,'2021/11/23 11:23:58:982',1,0.240625,0.472222,0.92574,0.043326,0.297998
192,'2021/11/23 11:23:59:002',1,0.256771,0.461111,0.92574,0.043326,0.297998
193,'2021/11/23 11:23:59:033',1,0.260938,0.385185,0.92574,0.043326,0.297998
194,'2021/11/23 11:23:59:042',1,0.249479,0.338889,0.92574,0.043326,0.297998
195,'2021/11/23 11:23:59:067',1,0.242708,0.325,0.92574,0.043326,0.297998
196,'2021/11/23 11:24:06:809',2,0.077604,0.812963,0.610874,0.816756,0.183623
197,'2021/11/23 11:24:07:088',2,0.095833,0.846296,0.610874,0.816756,0.183623
198,'2021/11/23 11:24:07:108',2,0.1125,0.867593,0.610874,0.816756,0.183623
199,'2021/11/23 11:24:07:131',2,0.135417,0.891667,0.610874,0.816756,0.183623
200,'2021/11/23 11:24:07:148',2,0.167187,0.911111,0.610874,0.816756,0.183623
201,'2021/11/23 11:24:07:173',2,0.214062,0.908333,0.610874,0.816756,0.183623
202,'2021/11/23 11:24:07:228',2,0.276563,0.805556,0.610874,0.816756,0.183623
203,'2021/11/23 11:24:07:247',2,0.277083,0.744444,0.610874,0.816756,0.183623
204,'2021/11/23 11:24:07:268',2,0.244271,0.630556,0.610874,0.816756,0.183623
205,'2021/11/23 11:24:07:304',2,0.185417,0.516667,0.610874,0.816756,0.183623
206,'2021/11/23 11:24:07:307',2,0.170833,0.499074,0.610874,0.816756,0.183623
207,'2021/11/23 11:24:07:334',2,0.127604,0.484259,0.610874,0.816756,0.183623
208,'2021/11/23 11:24:07:347',2,0.114583,0.485185,0.610874,0.816756,0.183623
209,'2021/11/23 11:24:07:376',2,0.076563,0.550926,0.610874,0.816756,0.183623
210,'2021/11/23 11:24:07:401',2,0.064583,0.671296,0.610874,0.816756,0.183623
211,'2021/11/23 11:24:07:407',2,0.064583,0.716667,0.610874,0.816756,0.183623
212,'2021/11/23 11:24:07:433',2,0.090625,0.861111,0.610874,0.816756,0.183623
213,'2021/11/23 11:24:07:447',2,0.1125,0.92037,0.610874,0.816756,0.183623
214,'2021/11/23 11:24:07:470',2,0.172396,0.993519,0.610874,0.816756,0.183623
215,'2021/11/23 11:24:07:499',2,0.234896,0.983333,0.610874,0.816756,0.183623
216,'2021/11/23 11:24:07:507',2,0.242708,0.973148,0.610874,0.816756,0.183623
217,'2021/11/23 11:24:07:533',2,0.270833,0.934259,0.610874,0.816756,0.183623
218,'2021/11/23 11:24:07:547',2,0.285417,0.891667,0.610874,0.816756,0.183623
